season,team_id,team_name,player_id,Name,POS,G,GO,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,PA,TB,RBI,LOB,sacBunts,SF,BABIP,GO/FO,AB/HR,team,1B
2024,4444.0,Caliente de Durango,676020,Javier Sanchez,X,18,7,1,2,0,0,9,3,0,3,0,0.13,23,0.231,0.217,0.448,0,0,,0,106,27,5,1,13,1,0,0.214,1.4,,DUR,
2024,4444.0,Caliente de Durango,572127,Jose Sermo,1B,8,10,4,1,0,2,11,2,0,4,1,0.129,31,0.206,0.355,0.561,0,0,,2,133,34,11,4,17,0,0,0.111,1.67,15.5,DUR,
2024,4444.0,Caliente de Durango,696115,Elmer Lopez,CF,8,2,0,0,0,0,4,0,0,0,0,0.0,7,0.0,0.0,0.0,0,0,,0,26,7,0,0,1,0,0,0.0,2.0,,DUR,
2024,496.0,Leones de Yucatan,827111,Jafet Ojeda,X,8,0,2,1,0,0,2,1,0,3,0,0.6,5,0.667,0.8,1.467,0,0,,0,20,6,4,0,0,0,0,1.0,,,YUC,
2024,496.0,Leones de Yucatan,541608,Ramón Cabrera,C,3,1,1,0,0,1,2,1,0,4,0,0.4,10,0.455,0.7,1.155,0,0,,0,47,11,7,1,2,0,0,0.429,0.33,10.0,YUC,
2024,496.0,Leones de Yucatan,500874,José A. Martínez,LF,12,11,7,3,0,1,6,5,0,14,1,0.35,40,0.426,0.5,0.926,0,0,,2,191,47,20,4,17,0,1,0.382,1.1,40.0,YUC,
2024,496.0,Leones de Yucatan,660436,Yadir Drake,RF,69,85,47,16,0,14,27,20,0,81,2,0.312,260,0.363,0.535,0.898,1,1,50.0,13,982,289,139,52,124,5,2,0.303,1.15,18.57,YUC,
2024,496.0,Leones de Yucatan,650995,Norberto Obeso,LF,61,76,41,13,1,2,35,42,2,66,2,0.311,212,0.43,0.41,0.84,1,2,66.7,6,1084,257,87,21,91,1,0,0.366,2.11,106.0,YUC,
2024,496.0,Leones de Yucatan,600301,Taylor Motter,3B,40,23,27,7,0,11,40,12,0,46,0,0.303,152,0.352,0.566,0.918,0,2,100.0,6,655,165,86,31,80,0,1,0.343,0.52,13.82,YUC,
2024,496.0,Leones de Yucatan,606299,José Peraza,2B,79,95,50,7,2,7,27,20,0,95,3,0.302,315,0.345,0.403,0.748,1,1,50.0,9,1187,343,127,41,151,1,4,0.309,0.92,45.0,YUC,
2024,496.0,Leones de Yucatan,514913,Rubén Tejada,SS,73,59,35,14,0,4,43,38,0,70,5,0.298,235,0.405,0.409,0.814,0,3,100.0,7,1064,279,96,34,88,0,1,0.349,0.92,58.75,YUC,
2024,496.0,Leones de Yucatan,678465,Tomo Otosaka,CF,65,94,38,13,0,0,44,46,0,70,0,0.295,237,0.408,0.35,0.758,6,12,66.7,5,1149,290,83,20,87,6,1,0.361,2.61,,YUC,
2024,496.0,Leones de Yucatan,543021,Art Charles,1B,78,39,62,14,0,33,95,76,2,74,3,0.294,252,0.457,0.742,1.199,0,0,,6,1450,335,187,81,121,0,4,0.32,0.81,7.64,YUC,
2024,496.0,Leones de Yucatan,672906,Lazaro Alonso,1B,21,7,4,2,0,3,16,5,0,12,2,0.293,41,0.388,0.561,0.949,0,0,,0,186,49,23,10,21,0,1,0.391,1.0,13.67,YUC,
2024,496.0,Leones de Yucatan,550492,Luis Juarez,DH,61,54,34,16,0,10,42,23,2,64,2,0.286,224,0.355,0.491,0.846,0,0,,4,914,251,110,45,111,0,2,0.31,0.82,22.4,YUC,
2024,496.0,Leones de Yucatan,593590,Webster Rivas,C,68,40,28,14,0,7,53,27,2,62,1,0.281,221,0.36,0.439,0.799,1,0,0.0,6,996,250,97,32,91,0,1,0.34,0.6,31.57,YUC,
2024,496.0,Leones de Yucatan,803376,Angel Camacho,X,50,16,17,3,2,0,10,3,0,14,1,0.264,53,0.31,0.396,0.706,0,1,100.0,0,225,58,21,8,28,0,1,0.318,1.14,,YUC,
2024,496.0,Leones de Yucatan,672953,Gilberto Vizcarra,C,25,9,3,1,0,0,4,6,0,7,2,0.241,29,0.395,0.276,0.671,0,0,,0,161,38,8,3,13,0,1,0.269,0.9,,YUC,
2024,496.0,Leones de Yucatan,671246,Fabricio Macias,CF,56,64,18,7,1,2,40,10,0,42,2,0.24,175,0.286,0.326,0.612,1,0,0.0,7,700,191,57,18,85,2,2,0.296,1.94,87.5,YUC,
2024,496.0,Leones de Yucatan,658069,Joshua Fuentes,3B,67,58,27,7,2,3,60,12,0,51,4,0.208,245,0.255,0.29,0.545,1,1,50.0,7,943,264,71,19,130,1,2,0.261,0.73,81.67,YUC,
2024,496.0,Leones de Yucatan,516679,Sebastian Valle,C,13,5,4,2,0,2,15,3,0,7,0,0.189,37,0.25,0.405,0.655,0,0,,1,159,40,15,6,24,0,0,0.25,0.5,18.5,YUC,
2024,496.0,Leones de Yucatan,503429,Walter Ibarra,2B,15,10,5,1,0,0,8,1,0,6,0,0.188,32,0.212,0.219,0.431,0,0,,1,113,34,7,0,19,1,0,0.25,1.11,,YUC,
2024,496.0,Leones de Yucatan,666452,Eduardo Diaz,RF,9,1,5,0,0,4,12,1,0,6,0,0.167,36,0.189,0.5,0.689,0,0,,0,155,37,18,7,22,0,0,0.1,0.06,9.0,YUC,
2024,496.0,Leones de Yucatan,665883,Yeison Coca,X,45,40,5,1,1,1,28,2,0,13,0,0.144,90,0.163,0.211,0.374,1,3,75.0,2,307,96,19,5,47,4,0,0.197,3.08,90.0,YUC,
2024,496.0,Leones de Yucatan,499926,Alex Liddi,1B,11,3,2,1,0,0,9,5,0,1,0,0.056,18,0.261,0.111,0.372,0,1,100.0,0,100,23,2,2,11,0,0,0.111,0.6,,YUC,
2024,502.0,Saraperos de Saltillo,685694,Keven Lamas,SS,37,37,28,10,1,5,19,8,0,52,6,0.371,140,0.426,0.564,0.99,1,2,66.7,5,619,155,79,25,58,0,1,0.402,1.12,28.0,SLT,
2024,502.0,Saraperos de Saltillo,593772,Yeison Asencio,LF,19,20,5,5,0,1,9,3,1,25,0,0.352,71,0.378,0.465,0.843,0,0,,2,228,74,33,16,32,0,0,0.393,1.18,71.0,SLT,
2024,502.0,Saraperos de Saltillo,518542,Juan Centeno,C,44,31,12,8,0,1,24,17,0,42,4,0.347,121,0.438,0.438,0.876,0,0,,5,576,147,53,22,48,2,2,0.418,1.11,121.0,SLT,
2024,502.0,Saraperos de Saltillo,656352,Braxton Davidson,X,2,0,0,0,0,0,2,0,0,1,0,0.333,3,0.333,0.333,0.666,0,0,,0,16,3,1,1,3,0,0,1.0,,,SLT,
2024,502.0,Saraperos de Saltillo,585133,Arturo Rodriguez,C,22,9,8,6,0,1,10,4,0,17,0,0.333,51,0.362,0.51,0.872,0,0,,0,215,61,26,12,14,3,3,0.372,0.43,51.0,SLT,
2024,502.0,Saraperos de Saltillo,679589,Fernando Villegas,RF,88,86,70,15,2,12,53,35,0,104,10,0.328,317,0.406,0.502,0.908,4,4,50.0,10,1410,368,159,58,148,1,5,0.358,1.08,26.42,SLT,
2024,502.0,Saraperos de Saltillo,625329,Henry Urrutia,1B,42,33,21,9,1,3,27,18,1,48,2,0.327,147,0.407,0.463,0.87,0,2,100.0,2,630,167,68,26,63,0,0,0.385,0.85,49.0,SLT,
2024,502.0,Saraperos de Saltillo,606143,Alejandro Mejia,1B,35,33,24,4,1,8,36,12,2,43,1,0.316,136,0.373,0.537,0.91,2,0,0.0,4,531,150,73,30,68,0,1,0.376,1.32,17.0,SLT,
2024,502.0,Saraperos de Saltillo,661311,Brandon Villarreal,LF,59,61,29,8,0,0,24,9,0,50,10,0.313,160,0.383,0.363,0.746,4,6,60.0,1,619,185,58,12,48,5,1,0.365,1.97,,SLT,
2024,502.0,Saraperos de Saltillo,591572,Jose Aguilar,CF,36,28,18,1,0,2,13,15,0,25,5,0.305,82,0.437,0.39,0.827,2,0,0.0,4,451,105,32,5,45,2,1,0.338,1.47,41.0,SLT,
2024,502.0,Saraperos de Saltillo,606213,Yermín Mercedes,DH,75,62,55,13,1,11,53,27,2,85,6,0.3,283,0.372,0.47,0.842,1,8,88.9,8,1223,317,133,41,124,0,1,0.336,0.74,25.73,SLT,
2024,502.0,Saraperos de Saltillo,542455,Oswaldo Arcia,RF,4,2,1,1,0,1,3,3,0,3,0,0.3,10,0.462,0.7,1.162,0,0,,0,55,13,7,2,7,0,0,0.333,1.0,10.0,SLT,
2024,502.0,Saraperos de Saltillo,516679,Sebastian Valle,C,26,18,15,4,0,7,30,5,0,24,2,0.289,83,0.344,0.59,0.934,0,0,,4,343,94,49,21,36,4,0,0.37,1.2,11.86,SLT,
2024,502.0,Saraperos de Saltillo,668992,Missael Rivera,2B,87,96,45,21,1,4,42,31,2,94,11,0.287,328,0.365,0.393,0.758,4,6,60.0,5,1405,380,129,42,134,7,3,0.316,0.91,82.0,SLT,
2024,502.0,Saraperos de Saltillo,641561,Johneshwy Fargas,CF,67,74,53,19,2,5,53,13,0,77,7,0.282,273,0.33,0.421,0.751,8,15,65.2,5,1062,299,115,25,114,5,1,0.333,0.99,54.6,SLT,
2024,502.0,Saraperos de Saltillo,622270,Alex D. Mejia,3B,73,84,25,11,1,3,41,13,1,69,1,0.28,246,0.316,0.37,0.686,5,1,16.7,4,903,268,91,41,96,5,3,0.322,1.4,82.0,SLT,
2024,502.0,Saraperos de Saltillo,616569,Diego Madero,3B,40,21,20,3,0,0,10,3,0,22,0,0.275,80,0.298,0.313,0.611,1,1,50.0,0,300,85,25,9,44,1,1,0.31,0.72,,SLT,
2024,502.0,Saraperos de Saltillo,501731,Rainel Rosario,LF,40,39,19,6,0,4,33,17,1,41,1,0.261,157,0.335,0.376,0.711,1,1,50.0,6,669,176,59,19,78,0,1,0.306,0.87,39.25,SLT,
2024,502.0,Saraperos de Saltillo,553902,Willians Astudillo,1B,29,40,8,6,0,0,5,5,0,26,3,0.252,103,0.304,0.311,0.615,1,0,0.0,2,310,113,32,10,56,1,1,0.263,1.18,,SLT,
2024,502.0,Saraperos de Saltillo,811419,Luis Carlos Martinez,SS,9,1,2,0,0,0,3,0,0,2,1,0.25,8,0.333,0.25,0.583,0,0,,0,36,9,2,0,3,0,0,0.4,0.5,,SLT,
2024,502.0,Saraperos de Saltillo,641521,Edwin Díaz,SS,63,35,25,12,0,7,64,26,0,49,4,0.246,199,0.336,0.412,0.748,1,3,75.0,6,906,236,82,30,89,1,6,0.313,0.6,28.43,SLT,
2024,502.0,Saraperos de Saltillo,593528,Jorge Bonifacio,LF,15,7,10,5,0,2,16,5,0,11,1,0.229,48,0.309,0.458,0.767,0,1,100.0,0,208,55,22,9,21,0,1,0.29,0.47,24.0,SLT,
2024,502.0,Saraperos de Saltillo,578570,Juniel Querecuto,SS,10,8,2,3,0,0,8,1,0,6,1,0.188,32,0.235,0.281,0.516,0,0,,1,123,37,9,3,19,3,0,0.25,0.62,,SLT,
2024,502.0,Saraperos de Saltillo,572241,David Washington,LF,3,2,2,0,0,0,7,1,1,2,0,0.182,11,0.25,0.182,0.432,0,0,,0,45,12,2,1,8,0,0,0.5,2.0,,SLT,
2024,502.0,Saraperos de Saltillo,811620,Jorge Morales,C,5,0,1,0,0,0,2,0,0,1,1,0.167,6,0.286,0.167,0.453,0,0,,0,25,7,1,1,3,0,0,0.25,0.0,,SLT,
2024,502.0,Saraperos de Saltillo,682204,Logan Brown,C,22,20,6,3,0,0,16,5,0,10,0,0.164,61,0.227,0.213,0.44,0,1,100.0,0,219,67,13,3,31,1,0,0.222,1.25,,SLT,
2024,502.0,Saraperos de Saltillo,656782,Max Murphy,RF,5,8,2,1,0,0,5,3,0,3,0,0.15,20,0.261,0.2,0.461,2,0,0.0,2,98,23,4,5,18,0,0,0.2,2.0,,SLT,
2024,502.0,Saraperos de Saltillo,806623,Kevin Armenta,2B,1,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0,0,,0,6,1,0,0,2,0,0,0.0,1.0,,SLT,
2024,502.0,Saraperos de Saltillo,806157,Christian Morales,X,3,0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,,,,SLT,
2024,,,471906,Reynaldo Rodriguez,1B,88,63,40,19,0,18,66,30,1,84,1,0.255,330,0.315,0.476,0.7909999999999999,6,10,,7,1369,365,157,54,196,0,4,0.264,0.52,18.035,2 Teams,47.0
2024,,,474892,Chris Carter,DH,73,26,49,16,0,17,101,57,2,63,1,0.26,242,0.399,0.537,0.936,0,0,,2,1300,303,130,55,117,0,3,0.362,0.49,14.355,2 Teams,30.0
2024,,,499926,Alex Liddi,"1B,3B",61,40,25,6,1,6,74,32,2,36,2,0.196,184,0.32,0.337,0.657,1,5,,4,931,219,62,25,69,0,1,0.286,0.915,27.67,2 Teams,23.0
2024,,,500208,Yangervis Solarte,1B,24,29,10,2,0,2,10,10,0,18,0,0.214,84,0.292,0.31,0.602,0,0,,8,354,96,26,11,55,0,2,0.216,1.0,36.5,2 Teams,14.0
2024,,,500869,Emmanuel Avila,3B,69,82,32,12,0,6,36,15,1,74,4,0.295,251,0.343,0.414,0.757,2,1,,10,939,274,104,31,127,3,1,0.324,1.625,33.9,2 Teams,56.0
2024,,,501731,Rainel Rosario,LF,77,76,45,13,0,11,49,41,1,82,5,0.291,282,0.387,0.454,0.841,3,1,,11,1291,331,128,47,144,0,3,0.316,0.9950000000000001,28.555,2 Teams,58.0
2024,,,514719,Henry Alejandro Rodriguez,DH,70,75,25,10,1,5,42,32,0,66,0,0.273,242,0.358,0.384,0.742,1,2,,11,1082,274,93,21,113,0,0,0.313,1.275,50.585,2 Teams,50.0
2024,,,516679,Sebastian Valle,C,39,23,19,6,0,9,45,8,0,31,2,0.258,120,0.315,0.533,0.8480000000000001,0,0,,5,502,134,64,27,60,4,0,0.333,0.85,15.18,2 Teams,16.0
2024,,,524648,Alejandro Gonzalez,"LF,CF",37,10,18,4,0,0,20,7,0,16,3,0.267,60,0.371,0.333,0.704,0,1,,2,282,70,20,7,37,0,0,0.4,0.95,,2 Teams,12.0
2024,,,527043,Jefry Marte,DH,23,24,14,2,0,6,16,16,0,16,3,0.2,80,0.354,0.45,0.804,0,0,,2,425,99,36,14,39,0,0,0.172,1.0,13.335,2 Teams,8.0
2024,,,542328,Hans Wilson,C,7,2,0,0,0,0,3,1,0,2,0,0.2,10,0.273,0.2,0.47300000000000003,0,0,,0,36,11,2,2,6,0,0,0.286,0.5,,2 Teams,2.0
2024,,,542455,Oswaldo Arcia,"DH,RF",85,42,45,16,2,14,69,52,2,76,10,0.287,265,0.416,0.521,0.937,2,4,,2,1459,332,138,50,125,0,5,0.332,0.745,14.81,2 Teams,44.0
2024,,,542513,Tomás Telis,C,62,80,29,11,0,1,29,21,2,63,3,0.313,201,0.383,0.383,0.766,1,1,,11,786,231,77,28,83,4,2,0.358,3.035,157.0,2 Teams,51.0
2024,,,546318,Odúbel Herrera,"RF,CF",54,65,28,12,1,5,37,22,0,52,2,0.263,198,0.342,0.409,0.751,2,8,,10,864,223,81,23,109,1,0,0.301,1.3599999999999999,44.415,2 Teams,34.0
2024,,,553902,Willians Astudillo,"1B,3B",69,89,27,14,0,3,7,11,1,72,13,0.291,247,0.352,0.385,0.737,2,0,,5,786,277,95,29,103,4,2,0.289,1.0699999999999998,48.0,2 Teams,55.0
2024,,,554238,Carlos Franco,"1B,3B",79,65,44,18,0,12,64,52,4,69,0,0.273,253,0.393,0.486,0.879,0,4,,6,1241,308,123,50,135,0,3,0.317,1.15,28.5,2 Teams,39.0
2024,,,570489,Arismendy Alcántara,"SS,CF",26,19,16,3,0,4,33,10,0,22,0,0.232,95,0.305,0.389,0.694,1,5,,1,454,105,37,9,48,0,0,0.31,0.9450000000000001,22.0,2 Teams,15.0
2024,,,571685,Anthony García,RF,76,56,46,18,0,15,59,34,1,79,6,0.309,256,0.398,0.555,0.9530000000000001,2,6,,12,1229,300,142,45,132,1,3,0.346,0.85,18.5,2 Teams,46.0
2024,,,571740,Billy Hamilton,CF,63,54,38,11,3,0,60,23,0,59,1,0.257,230,0.327,0.33,0.657,4,37,,3,959,258,76,16,85,4,0,0.347,0.9299999999999999,,2 Teams,45.0
2024,,,572241,David Washington,LF,4,2,2,0,0,0,11,1,1,2,0,0.133,15,0.188,0.133,0.321,0,0,,0,63,16,2,1,14,0,0,0.5,2.0,,2 Teams,2.0
2024,,,572868,Anthony Giansanti,"LF,CF",68,49,35,15,3,11,48,34,1,62,3,0.282,220,0.385,0.527,0.912,3,9,,2,1023,257,116,48,115,0,0,0.317,0.895,15.915,2 Teams,33.0
2024,,,578570,Juniel Querecuto,SS,51,51,26,15,0,6,46,12,0,53,3,0.268,198,0.316,0.434,0.75,1,4,,7,803,220,86,35,86,5,2,0.318,0.8200000000000001,27.67,2 Teams,32.0
2024,,,590271,Sebastián Elizalde,"LF,RF",86,91,58,24,0,8,36,39,1,104,1,0.316,329,0.386,0.462,0.8480000000000001,3,14,,7,1415,374,152,44,134,1,4,0.332,0.895,41.415,2 Teams,72.0
2024,,,591572,Jose Aguilar,CF,65,59,28,5,0,3,32,24,0,41,7,0.247,166,0.362,0.331,0.6930000000000001,3,1,,5,846,204,55,13,79,5,2,0.286,1.44,62.5,2 Teams,33.0
2024,,,593528,Jorge Bonifacio,"RF,LF",49,24,32,8,1,8,51,24,2,34,4,0.205,166,0.313,0.41,0.723,0,2,,0,810,198,68,26,101,0,4,0.234,0.42,21.835,2 Teams,17.0
2024,,,594020,Ricardo Valenzuela,C,50,52,22,11,0,3,27,13,0,40,4,0.256,156,0.329,0.385,0.714,0,0,,6,664,179,60,11,69,6,0,0.294,1.205,48.75,2 Teams,26.0
2024,,,594021,Alberth Martinez,RF,87,75,40,17,2,7,69,31,1,78,5,0.264,295,0.341,0.407,0.748,1,2,,5,1360,334,120,46,131,0,3,0.32,1.0150000000000001,46.15,2 Teams,52.0
2024,,,596143,Luis Sardinas,"SS,3B",83,100,51,20,0,14,48,23,0,89,6,0.283,315,0.338,0.479,0.817,7,8,,9,1307,355,151,56,113,6,5,0.291,1.04,27.046666666666667,2 Teams,55.0
2024,,,602074,Yonathan Daza,"RF,CF",85,119,59,20,2,4,52,14,0,112,4,0.318,352,0.347,0.42,0.7669999999999999,2,8,,12,1285,380,148,50,186,5,5,0.359,1.645,62.25,2 Teams,86.0
2024,,,606143,Alejandro Mejia,1B,82,82,56,12,1,19,98,30,5,89,2,0.28,318,0.342,0.503,0.845,3,2,,11,1325,354,160,64,166,0,4,0.341,1.5350000000000001,16.77,2 Teams,57.0
2024,,,606477,Aneury Tavárez,LF,90,95,54,25,6,8,82,27,5,112,10,0.299,375,0.361,0.461,0.8220000000000001,4,12,,6,1517,417,173,57,166,4,1,0.364,1.045,46.875,2 Teams,73.0
2024,,,607752,Sam Travis,1B,85,90,69,22,3,4,45,42,1,117,6,0.35,334,0.43,0.47,0.8999999999999999,5,4,,5,1420,385,157,47,143,1,2,0.394,1.2533333333333334,56.75,2 Teams,88.0
2024,,,616404,Edson Garcia,"RF,3B",70,62,26,7,2,7,34,15,1,59,2,0.261,226,0.309,0.403,0.712,2,6,,5,983,248,91,27,96,2,3,0.277,0.415,31.86,2 Teams,43.0
2024,,,620442,Wendell Rijo,2B,29,37,8,2,0,1,18,9,0,22,1,0.234,94,0.305,0.287,0.592,3,2,,0,415,108,27,8,33,3,1,0.276,1.7800000000000002,56.0,2 Teams,19.0
2024,,,621034,Melvin Mercedes,"RF,LF",73,71,32,9,2,0,34,25,0,57,5,0.254,224,0.343,0.312,0.655,4,13,,5,1011,257,70,14,90,3,0,0.3,1.19,,2 Teams,46.0
2024,,,621446,Lewis Brinson,"RF,LF",16,6,3,2,0,0,13,6,0,4,0,0.143,28,0.294,0.214,0.508,1,0,,2,127,34,6,4,21,0,0,0.267,0.75,,2 Teams,2.0
2024,,,622738,Tito Polo,LF,39,28,20,11,1,3,32,8,0,44,7,0.349,126,0.415,0.524,0.9390000000000001,5,7,,3,535,145,66,20,61,3,1,0.446,1.045,27.67,2 Teams,29.0
2024,,,622758,Angel Aguilar,"2B,3B",54,43,22,12,0,7,45,8,1,47,5,0.264,178,0.309,0.449,0.758,1,2,,2,730,195,80,25,94,1,3,0.31,0.915,31.915,2 Teams,28.0
2024,,,625329,Henry Urrutia,1B,79,68,46,18,1,7,48,34,5,103,2,0.358,288,0.426,0.5,0.9259999999999999,1,2,,7,1217,326,144,48,109,0,2,0.409,0.97,42.125,2 Teams,77.0
2024,,,630034,David Rodríguez,"DH,RF",73,71,32,15,0,9,70,35,1,73,3,0.296,247,0.388,0.466,0.8540000000000001,1,2,,10,1239,287,115,42,91,1,1,0.379,1.89,21.67,2 Teams,49.0
2024,,,641104,Carlos Mendivil,C,35,41,11,6,0,1,16,3,0,20,0,0.227,88,0.247,0.33,0.577,1,0,,1,333,95,29,8,49,2,2,0.26,2.66,62.0,2 Teams,13.0
2024,,,641323,Luis Aviles Jr.,"SS,2B",84,84,50,19,3,13,79,25,1,90,0,0.271,332,0.319,0.464,0.783,3,10,,8,1370,361,154,54,141,0,4,0.316,1.1500000000000001,31.314999999999998,2 Teams,55.0
2024,,,641924,Jacob Nottingham,C,44,28,17,2,1,5,55,12,0,20,4,0.168,119,0.261,0.328,0.589,1,1,,5,543,138,39,18,63,0,3,0.242,1.705,28.75,2 Teams,12.0
2024,,,642299,Alejandro Flores,C,45,30,20,4,1,3,33,15,0,24,1,0.189,127,0.278,0.307,0.585,1,1,,2,591,147,39,12,79,3,1,0.228,0.685,27.67,2 Teams,16.0
2024,,,642456,Luis Barrera,"RF,CF",71,96,41,14,6,3,44,27,3,82,2,0.306,268,0.372,0.437,0.8089999999999999,1,16,,2,1119,305,117,26,90,7,1,0.356,1.8533333333333335,56.75,2 Teams,59.0
2024,,,642488,Ademar Rifaela,DH,55,42,21,13,0,4,68,16,0,53,5,0.282,188,0.352,0.415,0.7669999999999999,0,2,,5,879,210,78,29,89,0,1,0.419,1.595,47.0,2 Teams,36.0
2024,,,642751,Carlos Martínez,C,65,61,25,14,0,2,28,14,0,54,2,0.265,204,0.31,0.363,0.673,1,0,,12,804,227,74,26,86,1,6,0.289,0.925,102.0,2 Teams,38.0
2024,,,650331,Lewin Díaz,1B,75,52,52,16,0,19,54,40,2,101,1,0.375,269,0.452,0.647,1.099,0,1,,4,1253,314,174,77,105,0,4,0.41,0.78,13.855,2 Teams,66.0
2024,,,650958,Michael De León,"SS,2B",37,43,17,8,0,1,33,14,0,35,1,0.252,139,0.321,0.331,0.652,1,1,,1,608,158,46,8,51,2,2,0.318,1.385,51.0,2 Teams,26.0
2024,,,655212,Manuel Orduno,"RF,2B",12,5,1,1,0,0,3,1,0,5,1,0.312,16,0.389,0.375,0.764,0,0,,2,69,18,6,0,9,0,0,0.385,1.5,,2 Teams,4.0
2024,,,656695,J.J. Matijevic,"LF,1B",69,67,43,14,4,3,54,27,1,78,2,0.321,243,0.391,0.449,0.8400000000000001,3,2,,4,1081,274,109,33,107,0,2,0.399,1.48,94.0,2 Teams,57.0
2024,,,657705,Manny Olloque,"DH,CF",42,14,16,5,2,2,33,20,0,26,1,0.257,101,0.385,0.406,0.791,1,1,,0,477,122,41,7,45,0,0,0.364,0.54,40.0,2 Teams,17.0
2024,,,660630,Romer Cuadrado,LF,35,23,13,4,0,6,39,14,0,25,0,0.236,106,0.325,0.443,0.768,0,0,,3,503,120,47,18,45,0,0,0.311,1.2349999999999999,20.25,2 Teams,15.0
2024,,,661270,Roel Santos,CF,55,60,42,10,5,3,33,26,0,72,3,0.336,214,0.412,0.472,0.8839999999999999,6,11,,5,941,248,101,27,80,3,2,0.383,1.19,73.25,2 Teams,54.0
2024,,,664768,Connor Panas,RF,78,50,48,11,2,14,52,34,0,64,11,0.247,259,0.355,0.467,0.8220000000000001,4,6,,0,1229,307,121,39,110,0,3,0.255,0.535,19.974999999999998,2 Teams,37.0
2024,,,665651,Diego Rincones,"DH,LF",17,19,1,1,0,0,8,6,0,12,1,0.222,54,0.311,0.241,0.552,0,0,,2,217,61,13,6,34,0,0,0.261,1.2,,2 Teams,11.0
2024,,,666452,Eduardo Diaz,RF,42,21,19,7,0,9,36,15,2,27,5,0.208,130,0.313,0.469,0.782,0,2,,2,589,150,61,21,66,0,0,0.212,0.47333333333333333,14.333333333333334,2 Teams,11.0
2024,,,672906,Lazaro Alonso,1B,59,39,23,12,1,8,53,27,0,50,5,0.299,167,0.41,0.527,0.937,0,0,,5,801,200,88,32,72,0,1,0.393,1.3399999999999999,19.435,2 Teams,29.0
2024,,,674671,Robbie Glendinning,"SS,1B,3B",41,30,22,10,0,6,51,20,0,35,0,0.261,134,0.357,0.47,0.827,1,0,,1,625,156,63,23,62,2,0,0.377,1.3766666666666667,21.33,2 Teams,19.0
2024,,,676941,Saul Garza,C,53,27,27,8,1,7,59,12,1,45,10,0.276,163,0.36,0.466,0.8260000000000001,0,6,,6,668,187,76,25,93,1,1,0.388,0.79,23.54,2 Teams,29.0
2024,,,677593,Luis García,SS,17,13,2,0,0,0,15,4,0,6,0,0.133,45,0.204,0.133,0.33699999999999997,1,1,,0,207,50,6,2,32,1,0,0.2,0.9450000000000001,,2 Teams,6.0
2024,,,682204,Logan Brown,C,29,30,7,4,0,0,21,5,0,15,1,0.183,82,0.239,0.232,0.471,0,1,,0,295,90,19,4,40,2,0,0.246,3.125,,2 Teams,11.0
2024,,,685694,Keven Lamas,"SS,2B",79,72,54,15,3,11,47,27,0,97,9,0.354,274,0.426,0.551,0.9770000000000001,5,3,,8,1209,314,151,46,112,2,2,0.394,1.165,25.165,2 Teams,68.0
2024,,,685736,Cristian Mejia,C,9,2,2,1,0,0,5,3,0,2,1,0.182,11,0.4,0.273,0.673,0,0,,0,62,15,3,0,5,0,0,0.333,0.75,,2 Teams,1.0
2024,,,685771,Alfredo Hurtado,C,47,36,13,5,0,5,32,15,1,30,1,0.238,126,0.322,0.397,0.7190000000000001,0,4,,2,530,143,50,16,59,0,1,0.278,1.24,24.6,2 Teams,20.0
2024,,,824627,Manny Garcia,"RF,3B",76,80,33,20,3,6,42,15,1,86,5,0.296,291,0.34,0.447,0.787,5,14,,8,1073,315,130,46,116,3,1,0.328,0.92,48.33,2 Teams,57.0
